	date	ticker	revenue	ebit	cash-flow-from-operating-activities	current-ratio	debt-equity-ratio	gross-margin	net-profit-margin	roe	past-eps-earnings-per-share-diluted	eps-earnings-per-share-diluted	ebitda-margin
25	2017-06-30	MSFT	25605.00000	7682.00000	11005	2.91860	0.98270	66.97520	31.51340	9.19950	0.70000	1.03000	0
24	2017-09-30	MSFT	24538.00000	7708.00000	12440.00000	3.11980	0.95350	66.26460	26.79930	7.33540	1.03000	0.84000	0
23	2017-12-31	MSFT	28918.00000	8679.00000	7875	2.88530	1.13910	61.74010	-21.79270	-8.04240	0.84000	-0.82000	0
22	2018-03-31	MSFT	26819.00000	8292.00000	12151	3.39580	0.97370	65.43870	27.68190	9.36910	-0.82000	0.95000	0
21	2018-06-30	MSFT	30085.00000	10379.00000	11418	2.90080	0.92170	67.61840	29.49310	10.72680	0.95000	1.16000	0
20	2018-09-30	MSFT	29084.00000	9955.00000	13657.00000	2.91760	0.88670	65.94350	30.33970	10.26440	1.16000	1.14000	0
19	2018-12-31	MSFT	32471.00000	10258.00000	8900	3.11770	0.79420	61.74130	25.93080	9.13950	1.14000	1.08000	0
18	2019-03-31	MSFT	30571.00000	10341.00000	13520	2.96850	0.77060	66.73320	28.81490	9.28590	1.08000	1.14000	0
17	2019-06-30	MSFT	33717.00000	12405.00000	16108	2.52880	0.70530	69.11940	39.11080	12.88670	1.14000	1.70000	0
16	2019-09-30	MSFT	33055.00000	12686.00000	13818.00000	2.85450	0.65520	68.51910	32.30370	10.06780	1.70000	1.38000	0
15	2019-12-31	MSFT	36906.00000	13891.00000	10680	2.80140	0.63220	66.51490	31.56400	10.57950	1.38000	1.51000	0
14	2020-03-31	MSFT	35021.00000	12975.00000	17504	2.90430	0.58170	68.66170	30.70160	9.39030	1.51000	1.40000	0
13	2020-06-30	MSFT	38033.00000	13407.00000	18673	2.51580	0.53530	67.55710	29.45340	9.46880	1.40000	1.47000	0
12	2020-09-30	MSFT	37154.00000	15876.00000	19335.00000	2.52760	0.51500	70.38810	37.39300	11.25920	1.47000	1.82000	0
11	2020-12-31	MSFT	43076.00000	17897.00000	12516	2.57790	0.46470	67.04890	35.89700	11.87310	1.82000	2.03000	0
10	2021-03-31	MSFT	41706.00000	17048.00000	22179	2.29400	0.43160	68.72150	37.06180	11.49180	2.03000	2.03000	0
9	2021-06-30	MSFT	46152.00000	19095.00000	22710	2.08000	0.40950	69.68500	35.66040	11.59110	2.03000	2.17000	0
8	2021-09-30	MSFT	45317.00000	20238.00000	24540.00000	2.16480	0.35060	69.88770	45.24790	13.49210	2.17000	2.71000	0
7	2021-12-31	MSFT	51728.00000	22247.00000	14480	2.24730	0.33280	67.21310	36.27630	11.72740	2.71000	2.48000	0
6	2022-03-31	MSFT	49360.00000	20364.00000	25386	1.98770	0.30640	68.36510	33.88980	10.26740	2.48000	2.22000	0
5	2022-06-30	MSFT	51865.00000	20534.00000	24629	1.78460	0.29890	68.32350	32.27610	10.05150	2.22000	2.24000	0
4	2022-09-30	MSFT	50122.00000	21518.00000	23198.00000	1.84020	0.28010	69.17120	35.02650	10.11490	2.24000	2.35000	0
3	2022-12-31	MSFT	52747.00000	20399.00000	11173	1.93130	0.26270	66.84550	31.13920	8.96870	2.35000	2.20000	0
2	2023-03-31	MSFT	52857.00000	22352.00000	24441	1.91260	0.24760	69.48750	34.61980	9.39940	2.20000	2.45000	0
1	2023-06-30	MSFT	56189.00000	24254.00000	28770	1.76920	0.22910	70.10980	35.73830	9.73750	2.45000	2.68000	0
0	2023-09-30	MSFT	56517.00000	26895.00000	30583.00000	1.66350	0.32400	71.15560	39.44120	10.09950	2.68000	2.99000	0
58	2009-03-31	AMZN	4889.00000	244.00000	-585.00000	1.40030	0.02540	23.48130	3.62040	6.06580	0	0.02050	0
57	2009-06-30	AMZN	4651.00000	159.00000	468	1.45870	0.03350	24.36040	3.05310	4.36120	0.02050	0.01600	0
56	2009-09-30	AMZN	5449.00000	251.00000	799	1.40380	0.03240	23.36210	3.65200	5.55090	0.01600	0.02250	0
55	2009-12-31	AMZN	9520.00000	475.00000	2611	1.33040		20.76680	4.03360	7.30450	0.02250	0.04300	0
54	2010-03-31	AMZN	7131.00000	394.00000	-1098.00000	1.53360	0.02330	22.85790	4.19300	5.32220	0.04300	0.03300	0
53	2010-06-30	AMZN	6566.00000	270.00000	250	1.54630	0.02250	24.50500	3.15260	3.53420	0.03300	0.02250	0
52	2010-09-30	AMZN	7560.00000	268.00000	855	1.49950	0.02560	23.46560	3.05560	3.61110	0.02250	0.02550	0
51	2010-12-31	AMZN	12947.00000	474.00000	3488	1.32540	0.22740	20.31360	3.20540	6.04600	0.02550	0.04550	0
50	2011-03-31	AMZN	9857.00000	322.00000	-1586.00000	1.46030	0.24570	22.81630	2.03920	2.73580	0.04550	0.02200	0
49	2011-06-30	AMZN	9913.00000	201.00000	423	1.40200	0.27440	24.08960	1.92680	2.45980	0.02200	0.02050	0
48	2011-09-30	AMZN	10876.00000	79.00000	797	1.32590	0.29750	23.45530	0.57930	0.81120	0.02050	0.00700	0
47	2011-12-31	AMZN	17431.00000	260.00000	4269	1.17410	0.03290	20.65860	1.00970	2.26890	0.00700	0.01900	0
46	2012-03-31	AMZN	13185.00000	192.00000	-2438.00000	1.15880	0.35480	23.95150	0.98600	1.78790	0.01900	0.01400	0
45	2012-06-30	AMZN	12834.00000	107.00000	594	1.07560	0.34020	26.07140	0.05450	0.09330	0.01400	0.00050	0
44	2012-09-30	AMZN	13806.00000	-28.00000	943	1.04070	0.35430	25.25710	-1.98460	-3.62770	0.00050	-0.03000	0
43	2012-12-31	AMZN	21268.00000	405.00000	5081	1.12070	0.37650	24.12550	0.46080	1.19630	-0.03000	0.01100	0
42	2013-03-31	AMZN	16070.00000	181.00000	-2372.00000	1.13820	0.36050	26.56500	0.51030	0.97250	0.01100	0.00900	0
41	2013-06-30	AMZN	15704.00000	79.00000	880	1.10520	0.34830	28.62330	-0.04460	-0.08020	0.00900	-0.00100	0
40	2013-09-30	AMZN	17092.00000	-25.00000	1389	1.07430	0.33490	27.65040	-0.23990	-0.45120	-0.00100	-0.00450	0
39	2013-12-31	AMZN	25586.00000	510.00000	5578	1.07160	0.32740	26.50280	0.93800	2.46250	-0.00450	0.02600	0
38	2014-03-31	AMZN	19741.00000	146.00000	-2502.00000	1.05280	0.30470	28.80300	0.54710	1.04570	0.02600	0.01150	0
37	2014-06-30	AMZN	19340.00000	-15.00000	862	1.00020	0.29420	30.71870	-0.65150	-1.18850	0.01150	-0.01350	0
36	2014-09-30	AMZN	20579.00000	-544.00000	1767	0.89110	0.29980	28.92270	-2.12350	-4.22790	-0.01350	-0.04750	0
35	2014-12-31	AMZN	29328.00000	591.00000	6715	1.11530	0.76950	29.51790	0.72970	1.99240	-0.04750	0.02350	0
34	2015-03-31	AMZN	22717.00000	255.00000	-1499.00000	1.11840	0.75940	32.23140	-0.25090	-0.52420	0.02350	-0.00600	0
33	2015-06-30	AMZN	23185.00000	464.00000	1997	1.10370	0.70110	34.61290	0.39680	0.78180	-0.00600	0.00950	0
32	2015-09-30	AMZN	25358.00000	406.00000	2610	1.08220	0.66320	33.92620	0.31150	0.63560	0.00950	0.00850	0
31	2015-12-31	AMZN	35746.00000	1108.00000	8931	1.05360	0.61470	31.90570	1.34840	3.60130	0.00850	0.05050	0
30	2016-03-31	AMZN	29128.00000	1071.00000	-1953.00000	1.08250	0.55700	35.23070	1.76120	3.47660	0.05050	0.05350	0
29	2016-06-30	AMZN	30404.00000	1285.00000	3578	1.08900	0.49660	36.91620	2.81870	5.18200	0.05350	0.08900	0
28	2016-09-30	AMZN	32714.00000	575.00000	4659	1.06300	0.46140	35.01250	0.77030	1.41720	0.08900	0.02600	0
27	2016-12-31	AMZN	43741.00000	1255.00000	10919	1.04480	0.39900	33.79440	1.71240	3.88380	0.02600	0.07650	0
26	2017-03-31	AMZN	35714.00000	1005.00000	-1619.00000	1.05510	0.35480	37.16750	2.02720	3.34040	0.07650	0.07400	0
25	2017-06-30	AMZN	37955.00000	628.00000	3849	1.01200	0.33100	38.21370	0.51900	0.84860	0.07400	0.02000	0
24	2017-09-30	AMZN	43744.00000	347.00000	3777	1.03200	1.00210	37.02220	0.58520	1.03820	0.02000	0.02600	0
23	2017-12-31	AMZN	60453.00000	2126.00000	12358	1.04000	0.89300	36.32410	3.07020	6.69820	0.02600	0.18750	0
22	2018-03-31	AMZN	51042.00000	1927.00000	-1791.00000	1.05790	0.78310	39.78490	3.19150	5.17750	0.18750	0.16350	0
21	2018-06-30	AMZN	52886.00000	2983.00000	7449	1.07240	0.70400	42.07920	4.79140	7.24100	0.16350	0.25350	0
20	2018-09-30	AMZN	56576.00000	3724.00000	8588	1.08240	0.63090	41.66610	5.09580	7.36870	0.25350	0.28750	0
19	2018-12-31	AMZN	72383.00000	3787.00000	16477	1.09810	0.53950	38.12640	4.18190	6.95080	0.28750	0.30250	0
18	2019-03-31	AMZN	59700.00000	4420.00000	1846.00000	1.09010	0.48180	43.18260	5.96480	7.35590	0.30250	0.35450	0
17	2019-06-30	AMZN	63404.00000	3084.00000	9117	1.10210	0.43970	42.68970	4.14010	4.94710	0.35450	0.26100	0
16	2019-09-30	AMZN	69981.00000	3157.00000	7892	1.09590	0.39770	40.98110	3.04940	3.77650	0.26100	0.21150	0
15	2019-12-31	AMZN	87437.00000	3880.00000	19659	1.09700	0.37730	38.26760	3.73750	5.26590	0.21150	0.32350	0
14	2020-03-31	AMZN	75452.00000	3989.00000	3064.00000	1.07870	0.35910	41.34420	3.35980	3.88370	0.32350	0.25050	0
13	2020-06-30	AMZN	88912.00000	5843.00000	20605	1.18120	0.44930	40.77290	5.89680	7.11130	0.25050	0.51500	0
12	2020-09-30	AMZN	96145.00000	6194.00000	11964	1.10850	0.39780	40.60430	6.58480	7.64840	0.51500	0.61850	0
11	2020-12-31	AMZN	125555.00000	6873.00000	30431	1.05020	0.34060	36.85320	5.75210	7.73200	0.61850	0.70600	0
10	2021-03-31	AMZN	108518.00000	8865.00000	4213.00000	1.05200	0.30840	42.49530	7.47070	7.84650	0.70600	0.78950	0
9	2021-06-30	AMZN	113080.00000	7702.00000	12715	1.19570	0.43800	43.24730	6.87830	6.77510	0.78950	0.76000	0
8	2021-09-30	AMZN	110812.00000	4852.00000	7313	1.11720	0.41520	43.21010	2.84810	2.61770	0.76000	0.31000	0
7	2021-12-31	AMZN	137412.00000	3460.00000	22086	1.13580	0.35260	39.71780	10.42340	10.36060	0.31000	1.38050	0
6	2022-03-31	AMZN	116444.00000	3669.00000	-2790.00000	0.95960	0.35490	42.89190	-3.30120	-2.86860	1.38050	-0.38000	0
5	2022-06-30	AMZN	121234.00000	3317.00000	8965	0.95280	0.44180	45.21010	-1.67280	-1.54340	-0.38000	-0.20000	0
4	2022-09-30	AMZN	127101.00000	2525.00000	11404	0.93660	0.42850	44.71480	2.25960	2.08890	-0.20000	0.28000	0
3	2022-12-31	AMZN	149204.00000	2737.00000	29173	0.94460	0.45980	42.60210	0.18630	0.19040	0.28000	0.03000	0
2	2023-03-31	AMZN	127358.00000	4774.00000	4788.00000	0.92310	0.43410	46.77130	2.49060	2.05270	0.03000	0.31000	0
1	2023-06-30	AMZN	134383.00000	7681.00000	16476	0.94770	0.37420	48.37670	5.02300	4.00350	0.31000	0.65000	0
0	2023-09-30	AMZN	143083.00000	11188.00000	21217	0.98470	0.33390	47.56750	6.90440	5.39920	0.65000	0.94000	0
55	2009-12-31	META			155						0	0.00000	0
54	2010-03-31	META	345.00000	162.00000	0.00000			71.01450	27.53620		0.00000	0.00000	0
53	2010-06-30	META	431.00000	218.00000	0			74.24590	29.93040		0.00000	0.00000	0
52	2010-09-30	META	467.00000	216.00000	0			71.94860	28.05140		0.00000	0.00000	0
51	2010-12-31	META	731.00000	437.00000	0	5.77380	0.11560	79.48020	34.33650	41.41910	0.00000	0.00000	0
50	2011-03-31	META	731.00000	388.00000	345.00000			77.15460	20.93020		0.00000	0.11000	0
49	2011-06-30	META	895.00000	407.00000	129			76.53630	17.76540		0.11000	0.11000	0
48	2011-09-30	META	954.00000	414.00000	565			75.26210	15.72330		0.11000	0.10000	0
47	2011-12-31	META	1131.00000	548.00000	510	5.12120	0.13820	78.16090	18.12560	7.04950	0.10000	0.14000	0
46	2012-03-31	META	1058.00000	381.00000	441.00000	4.51780	0.13390	73.81850	12.94900	4.40200	0.14000	0.09000	0
45	2012-06-30	META	1184.00000	-743.00000	240	11.57350	0.05300	69.00340	-13.26010	-1.17970	0.09000	-0.08000	0
44	2012-09-30	META	1262.00000	377.00000	250	11.37500	0.06360	74.48500	-4.67510	-0.41630	-0.08000	-0.02000	0
43	2012-12-31	META	1585.00000	523.00000	681	10.71010	0.20040	74.88960	4.03790	0.54440	-0.02000	0.03000	0
42	2013-03-31	META	1458.00000	373.00000	719.00000	10.38760	0.19100	71.67350	14.88340	1.85220	0.03000	0.09000	0
41	2013-06-30	META	1813.00000	562.00000	1322	10.57500	0.17550	74.35190	18.25700	2.69660	0.09000	0.13000	0
40	2013-09-30	META	2016.00000	736.00000	950	10.72050	0.04410	74.85120	20.93250	3.25720	0.13000	0.17000	0
39	2013-12-31	META	2585.00000	1133.00000	1231	11.88180	0.03080	81.04450	20.15470	3.38070	0.17000	0.21000	0
38	2014-03-31	META	2502.00000	1075.00000	1285.00000	13.55830	0.02340	81.53480	25.53960	3.83580	0.21000	0.25000	0
37	2014-06-30	META	2910.00000	1390.00000	1341	12.81470	0.01780	83.74570	27.07900	4.31160	0.25000	0.30000	0
36	2014-09-30	META	3203.00000	1397.00000	1248	13.05920	0.01310	82.36030	25.03900	3.79510	0.30000	0.30000	0
35	2014-12-31	META	3851.00000	1132.00000	3452	9.40310	0.00650	83.04340	18.07320	1.94200	0.30000	0.25000	0
34	2015-03-31	META	3543.00000	933.00000	1700.00000	8.59340	0.00500	81.54110	14.36640	1.36530	0.25000	0.18000	0
33	2015-06-30	META	4042.00000	1273.00000	1880	9.01170	0.00380	83.47350	17.68930	1.82250	0.18000	0.25000	0
32	2015-09-30	META	4501.00000	1459.00000	2192	10.68030	0.00300	84.00360	19.79560	2.16320	0.25000	0.31000	0
31	2015-12-31	META	5842.00000	2560.00000	4548	11.24780	0.00260	85.87810	26.60050	3.53020	0.31000	0.55000	0
30	2016-03-31	META	5382.00000	2010.00000	3477.00000	13.16310		84.42960	32.18140	3.68610	0.55000	0.60000	0
29	2016-06-30	META	6436.00000	2734.00000	3665	12.21620		85.75200	35.36360	4.53130	0.60000	0.78000	0
28	2016-09-30	META	7011.00000	3117.00000	4036	11.68710		85.92210	37.36990	4.85450	0.78000	0.90000	0
27	2016-12-31	META	8809.00000	4566.00000	4930	11.96560		88.11440	40.41320	6.02930	0.90000	1.21000	0
26	2017-03-31	META	8032.00000	3327.00000	5058.00000	12.61270		85.57020	38.08520	4.92700	1.21000	1.04000	0
25	2017-06-30	META	9321.00000	4401.00000	5360	12.30890		86.72890	41.73370	5.85730	1.04000	1.32000	0
24	2017-09-30	META	10328.00000	5122.00000	6127	13.37460		85.97990	45.54610	6.61020	1.32000	1.59000	0
23	2017-12-31	META	12972.00000	7353.00000	7671	12.91570		87.58870	32.89390	5.74200	1.59000	1.44000	0
22	2018-03-31	META	11966.00000	5449.00000	7860.00000	9.91190		83.89600	41.67640	6.42620	1.44000	1.69000	0
21	2018-06-30	META	13231.00000	5863.00000	6298	10.67090		83.26660	38.59120	6.43220	1.69000	1.74000	0
20	2018-09-30	META	13727.00000	5781.00000	7498	8.99800		82.38510	37.42260	6.39390	1.74000	1.76000	0
19	2018-12-31	META	16914.00000	7820.00000	7618	7.19400		83.46930	40.68230	8.17930	1.76000	2.38000	0
18	2019-03-31	META	15077.00000	3317.00000	9308.00000	5.37950	0.07590	81.32260	16.11060	2.80760	2.38000	0.85000	0
17	2019-06-30	META	16886.00000	4626.00000	8616	4.46580		80.41570	15.49210	2.94720	0.85000	0.91000	0
16	2019-09-30	META	17652.00000	7185.00000	9307	4.65780		82.12670	34.50600	6.47990	0.91000	2.12000	0
15	2019-12-31	META	21082.00000	8858.00000	9083	4.39950		83.43610	34.85910	7.27230	2.12000	2.55000	0
14	2020-03-31	META	17737.00000	5893.00000	11001.00000	4.60210		80.49840	27.63710	4.65510	2.55000	1.71000	0
13	2020-06-30	META	18687.00000	5963.00000	3877	6.02490		79.50980	27.70910	4.68820	1.71000	1.80000	0
12	2020-09-30	META	21470.00000	8040.00000	9829	5.50900		80.46580	36.54400	6.66430	1.80000	2.71000	0
11	2020-12-31	META	28071.00000	12775.00000	14040	5.05110		81.43990	39.97010	8.74580	2.71000	3.87000	0
10	2021-03-31	META	26171.00000	11378.00000	12242.00000	6.08020		80.39430	36.28830	7.10550	3.87000	3.30000	0
9	2021-06-30	META	29077.00000	12367.00000	13247	5.42540		81.43210	35.74650	7.51950	3.30000	3.61000	0
8	2021-09-30	META	29010.00000	10423.00000	14090	4.23430		80.10690	31.69250	6.89410	3.61000	3.22000	0
7	2021-12-31	META	33671.00000	12585.00000	18104	3.15430		81.14700	30.54560	8.23600	3.22000	3.64000	0
6	2022-03-31	META	27908.00000	8524.00000	14076.00000	2.81060		78.48290	26.74860	6.05790	3.64000	2.72000	0
5	2022-06-30	META	28822.00000	8358.00000	12196	2.52000		81.98600	23.20100	5.31700	2.72000	2.46000	0
4	2022-09-30	META	27714.00000	5664.00000	9692	2.57040	0.08000	79.37510	15.85840	3.54170	2.46000	1.64000	0
3	2022-12-31	META	32165.00000	6398.00000	14511	2.20340	0.07890	74.08360	14.46600	3.70130	1.64000	1.77000	0
2	2023-03-31	META	28645.00000	7227.00000	13998.00000	2.06780	0.07950	78.67690	19.93020	4.57470	1.77000	2.20000	0
1	2023-06-30	META	31999.00000	9392.00000	17309	2.32480	0.13710	81.42130	24.33830	5.81050	2.20000	2.98000	0
0	2023-09-30	META	34146.00000	13748.00000	20402	2.56720	0.12870	81.81340	33.92200	8.10720	2.98000	4.39000	0
58	2009-03-31	AMD	1177.00000	-298.00000	-391.00000	1.91010	-34.95090	43.41550	-35.34410	253.98770	0	-0.66000	0
57	2009-06-30	AMD	1184.00000	-249.00000	-144	1.83630	-12.08820	37.24660	-27.87160	72.04300	-0.66000	-0.49000	0
56	2009-09-30	AMD	1396.00000	-77.00000	-142	1.88730	-10.00880	41.90550	-9.16910	23.72580	-0.49000	-0.18000	0
55	2009-12-31	AMD	1646.00000	1288.00000	1150	1.93440	7.30090	44.65370	71.56740	182.09880	-0.18000	1.78000	0
54	2010-03-31	AMD	1574.00000	182.00000	23.00000	2.02490	3.46480	47.07750	16.32780	32.28640	1.78000	0.35000	0
53	2010-06-30	AMD	1653.00000	125.00000	-98	2.03250	3.43090	44.64610	-2.60130	-5.71810	0.35000	-0.06000	0
52	2010-09-30	AMD	1618.00000	128.00000	-124	1.92910	3.90390	45.67370	-7.29300	-19.21820	-0.06000	-0.17000	0
51	2010-12-31	AMD	1649.00000	413.00000	-213	2.14700	2.38990	45.05760	22.74110	37.01880	-0.17000	0.52000	0
50	2011-03-31	AMD	1613.00000	54.00000	-168.00000	2.48070	1.43130	42.83940	31.61810	32.73430	0.52000	0.68000	0
49	2011-06-30	AMD	1574.00000	105.00000	174	2.62040	1.34000	45.74330	3.87550	3.71720	0.68000	0.08000	0
48	2011-09-30	AMD	1690.00000	138.00000	189	1.83940	1.18120	44.73370	5.73960	5.56190	0.08000	0.13000	0
47	2011-12-31	AMD	1691.00000	71.00000	187	1.82020	1.26790	45.71260	-10.46720	-10.88050	0.13000	-0.23000	0
46	2012-03-31	AMD	1585.00000	-580.00000	107.00000	1.36130	1.91920	1.70350	-37.22400	-56.08370	-0.23000	-0.80000	0
45	2012-06-30	AMD	1413.00000	77.00000	81	1.37460	1.80930	45.15220	2.61850	3.31240	-0.80000	0.05000	0
44	2012-09-30	AMD	1269.00000	-131.00000	-240	1.81030	2.06270	30.89050	-12.37200	-15.87460	0.05000	-0.21000	0
43	2012-12-31	AMD	1155.00000	-422.00000	-286	1.62130	3.79550	15.41130	-40.95240	-87.91820	-0.21000	-0.64000	0
42	2013-03-31	AMD	1088.00000	-98.00000	-155.00000	1.76990	4.92530	40.90070	-13.41910	-35.18070	-0.64000	-0.19000	0
41	2013-06-30	AMD	1161.00000	-29.00000	-35	1.69400	5.70200	39.53490	-6.37380	-20.61280	-0.19000	-0.10000	0
40	2013-09-30	AMD	1461.00000	95.00000	21	1.66800	4.72120	35.66050	3.28540	11.05990	-0.10000	0.06000	0
39	2013-12-31	AMD	1589.00000	135.00000	21	1.78240	3.78310	34.80180	5.60100	16.36030	0.06000	0.12000	0
38	2014-03-31	AMD	1397.00000	49.00000	-204.00000	1.94360	4.18400	34.86040	-1.43160	-3.91390	0.12000	-0.03000	0
37	2014-06-30	AMD	1441.00000	63.00000	-28	1.94820	4.41120	34.55930	-2.49830	-7.18560	-0.03000	-0.05000	0
36	2014-09-30	AMD	1429.00000	63.00000	18	1.92850	4.12710	34.56960	1.18960	3.17760	-0.05000	0.02000	0
35	2014-12-31	AMD	1239.00000	-330.00000	116	1.90000	11.82890	29.05570	-29.37850	-194.65240	0.02000	-0.47000	0
34	2015-03-31	AMD	1030.00000	-137.00000	-172.00000	1.93270	133.41180	31.65050	-17.47570	-1058.82300	-0.47000	-0.23000	0
33	2015-06-30	AMD	942.00000	-137.00000	-57	1.75200	-16.09220	24.62850	-19.21440	128.36880	-0.23000	-0.23000	0
32	2015-09-30	AMD	1061.00000	-158.00000	-56	1.70190	-6.72620	22.52590	-18.56740	58.63100	-0.23000	-0.25000	0
31	2015-12-31	AMD	958.00000	-49.00000	59	1.65360	-5.42960	29.54070	-10.64720	24.75730	-0.25000	-0.13000	0
30	2016-03-31	AMD	832.00000	-68.00000	-42.00000	1.67620	-4.44530	32.33170	-13.10100	21.67000	-0.13000	-0.14000	0
29	2016-06-30	AMD	1027.00000	-8.00000	-85	1.58510	-5.41890	31.06130	6.71860	-16.70700	-0.14000	0.08000	0
28	2016-09-30	AMD	1307.00000	-293.00000	29	1.91720	4.23900	4.51420	-31.06350	-105.45450	0.08000	-0.50000	0
27	2016-12-31	AMD	1153.00000	-4.00000	179	1.87960	3.44950	30.87600	-4.51000	-12.50000	-0.50000	-0.04000	0
26	2017-03-31	AMD	1178.00000	11.00000	-299.00000	1.82070	3.44250	32.08830	-2.80140	-8.06850	-0.04000	-0.04000	0
25	2017-06-30	AMD	1151.00000	-1.00000	-82	1.73290	3.39810	33.53610	-3.64900	-10.07190	-0.04000	-0.04000	0
24	2017-09-30	AMD	1584.00000	119.00000	69	1.69640	2.74230	36.04800	3.85100	11.73080	-0.04000	0.06000	0
23	2017-12-31	AMD	1340.00000	-2.00000	324	1.74090	2.34060	33.73140	-1.41790	-3.18790	0.06000	-0.01000	0
22	2018-03-31	AMD	1647.00000	120.00000	-107.00000	1.62110	1.94130	36.24770	4.91800	11.32870	-0.01000	0.08000	0
21	2018-06-30	AMD	1756.00000	153.00000	-55	1.65900	1.58480	37.12980	6.60590	13.19680	0.08000	0.11000	0
20	2018-09-30	AMD	1653.00000	150.00000	76	1.76460	1.15820	39.98790	6.17060	9.06670	0.11000	0.09000	0
19	2018-12-31	AMD	1419.00000	28.00000	120	1.78430	0.98740	37.84360	2.67790	3.00160	0.09000	0.04000	0
18	2019-03-31	AMD	1272.00000	38.00000	-213.00000	2.08450	0.61190	40.95910	1.25790	0.89490	0.04000	0.01000	0
17	2019-06-30	AMD	1531.00000	59.00000	30	2.08090	0.54230	40.56170	2.28610	1.84110	0.01000	0.03000	0
16	2019-09-30	AMD	1801.00000	186.00000	234	2.09870	0.40070	43.14270	6.66300	5.51470	0.03000	0.11000	0
15	2019-12-31	AMD	2127.00000	348.00000	442	1.94870	0.17190	44.61680	7.99250	6.01340	0.11000	0.15000	0
14	2020-03-31	AMD	1786.00000	177.00000	-65.00000	2.21160	0.16070	45.80070	9.07050	5.33420	0.15000	0.14000	0
13	2020-06-30	AMD	1932.00000	173.00000	243	2.09900	0.20880	43.89230	8.12630	4.75040	0.14000	0.13000	0
12	2020-09-30	AMD	2801.00000	449.00000	339	2.27550	0.09650	43.91290	13.92360	10.08530	0.13000	0.32000	0
11	2020-12-31	AMD	3244.00000	570.00000	554	2.54160	0.05650	44.72870	54.90140	30.51230	0.32000	1.47000	0
10	2021-03-31	AMD	3445.00000	662.00000	898.00000	2.51290	0.04830	46.06680	16.11030	8.56880	1.47000	0.45000	0
9	2021-06-30	AMD	3850.00000	831.00000	952	2.70330	0.04430	47.53250	18.44160	10.04950	0.45000	0.58000	0
8	2021-09-30	AMD	4313.00000	948.00000	849	2.24130	0.04390	48.36540	21.40040	12.93440	0.58000	0.75000	0
7	2021-12-31	AMD	4826.00000	1207.00000	822	2.02430	0.04180	50.26940	20.18240	12.99190	0.75000	0.79000	0
6	2022-03-31	AMD	5887.00000	951.00000	995.00000	2.39540	0.03230	47.86820	13.35150	1.42050	0.79000	0.56000	0
5	2022-06-30	AMD	6550.00000	526.00000	1038	2.43740	0.05030	46.22900	6.82440	0.81020	0.56000	0.27000	0
4	2022-09-30	AMD	5565.00000	-64.00000	965	2.15510	0.04520	42.30010	1.18600	0.12100	0.27000	0.04000	0
3	2022-12-31	AMD	5599.00000	-149.00000	567	2.35810	0.04510	42.91840	0.37510	0.03840	0.04000	-0.03000	0
2	2023-03-31	AMD	5353.00000	-145.00000	486.00000	2.38070	0.04510	44.06880	-2.59670	-0.25410	-0.03000	-0.09000	0
1	2023-06-30	AMD	5359.00000	-20.00000	379	2.17970	0.04470	45.58690	0.50380	0.04900	-0.09000	0.02000	0
0	2023-09-30	AMD	5800.00000	224.00000	421	2.18800	0.04490	47.36210	5.15520	0.54390	0.02000	0.18000	0
58	2009-03-31	GOOGL	5509.00000	1884.00000	2250.00000	10.11090		61.84430	25.83050	4.76750	0	0.11230	0
57	2009-06-30	GOOGL	5523.00000	1874.00000	1609	11.91170		61.83230	26.88760	4.70010	0.11230	0.11650	0
56	2009-09-30	GOOGL	5945.00000	2074.00000	2726	11.35060		62.55680	27.56940	4.86040	0.11650	0.12830	0
55	2009-12-31	GOOGL	6674.00000	2480.00000	2731	10.61780		63.91970	29.56250	5.47990	0.12830	0.15330	0
54	2010-03-31	GOOGL	6775.00000	2488.00000	2584.00000	10.65440		63.80810	28.85610	5.10670	0.15330	0.15150	0
53	2010-06-30	GOOGL	6820.00000	2365.00000	2085	6.11810		63.82700	26.97950	4.53060	0.15150	0.14280	0
52	2010-09-30	GOOGL	7286.00000	2547.00000	2886	4.62450	0.04900	64.97390	29.74200	5.00580	0.14280	0.16800	0
51	2010-12-31	GOOGL	8440.00000	2981.00000	3526	4.15790	0.07490	65.09480	30.13030	5.49940	0.16800	0.19550	0
50	2011-03-31	GOOGL	8575.00000	2296.00000	3172.00000	4.64100	0.06580	65.76090	20.96790	3.68060	0.19550	0.13780	0
49	2011-06-30	GOOGL	9026.00000	2881.00000	3519	5.95560	0.08080	64.85710	27.75320	4.81810	0.13780	0.19200	0
48	2011-09-30	GOOGL	9720.00000	3058.00000	3950	5.63030	0.07670	65.24690	28.07610	4.97720	0.19200	0.20830	0
47	2011-12-31	GOOGL	10584.00000	3507.00000	3924	5.91920	0.07230	65.02270	25.55750	4.65220	0.20830	0.20600	0
46	2012-03-31	GOOGL	10645.00000	3389.00000	3694.00000	5.83650	0.08840	64.40580	27.14890	4.68300	0.20600	0.21880	0
45	2012-06-30	GOOGL	11807.00000	3237.00000	4252	3.83930	0.09590	60.38790	23.58770	4.37730	0.21880	0.21050	0
44	2012-09-30	GOOGL	13304.00000	2740.00000	4004	3.93660	0.09120	55.23900	16.35600	3.17220	0.21050	0.16330	0
